ASPECT RATIOS FOR JACOBIAN
1.1761900804122434 #334, triangle 112
3.9045762735461307 #335, triangle 112
3.717571916458695 #336, triangle 112
1.7323172058046699 #337, triangle 113
-0.08306247955704694 #338, triangle 113
7.056600102406539 #339, triangle 113
2.3331718239547747 #340, triangle 114
1.6993363378781807 #341, triangle 114
1.1742239003438406 #342, triangle 114
1.042700374642335 #343, triangle 115
2.85885202464361 #344, triangle 115
1.7242763401235441 #345, triangle 115
1.1311260158273797 #346, triangle 116
2.127423744984162 #347, triangle 116
2.5693036137044674 #348, triangle 116
-0.1491179793181205 #349, triangle 117
1.110334385671031 #350, triangle 117
1.6937937803952785 #351, triangle 117
1.155981483722615 #352, triangle 118
2.2141898274747756 #353, triangle 118
2.291408474292454 #354, triangle 118
1.9248701973000744 #355, triangle 119
3.272429779111014 #356, triangle 119
1.2982573931089305 #357, triangle 119
2.191642519444856 #358, triangle 120
1.1698143807038377 #359, triangle 120
2.373844395969663 #360, triangle 120
3.4190166305133705 #361, triangle 121
1.319938947848913 #362, triangle 121
1.8783504185083921 #363, triangle 121
3.640942153930048 #364, triangle 122
-0.007307440302853196 #365, triangle 122
11.068575496322124 #366, triangle 122
-0.02157132441918945 #367, triangle 123
10.259965960665717 #368, triangle 123
3.089061184395172 #369, triangle 123
-0.03136783665316195 #370, triangle 124
9.128531663187175 #371, triangle 124
2.6535856326124754 #372, triangle 124
6.271879889926108 #373, triangle 125
1.7273458089917955 #374, triangle 125
-0.06065932228743415 #375, triangle 125
7.233203833980869 #376, triangle 126
1.983072626828827 #377, triangle 126
-0.05354834334349096 #378, triangle 126
-0.04228811070134828 #379, triangle 127
8.12729178424573 #380, triangle 127
2.2954227218208656 #381, triangle 127
5.021965538334426 #382, triangle 128
4.324489812360504 #383, triangle 128
5.704121543269346 #384, triangle 128
1.2825256789968087 #385, triangle 129
2.038489842338784 #386, triangle 129
3.524813176757734 #387, triangle 129
59.95543672012748 #388, triangle 130
2.383688289497755 #389, triangle 130
1.103281630332406 #390, triangle 130
1.1267429327947216 #391, triangle 131
-0.09527849489804338 #392, triangle 131
3.964356730960423 #393, triangle 131
1.43026043668443 #394, triangle 132
10.222631693041334 #395, triangle 132
1.6102971158289918 #396, triangle 132
-0.2910393258427072 #397, triangle 133
1.2391074130105606 #398, triangle 133
1.9387163124308546 #399, triangle 133
1.5090399572201132 #400, triangle 134
2.3723452389113753 #401, triangle 134
4.763686714478413 #402, triangle 134
1.876995391142447 #403, triangle 135
1.9488608945216326 #404, triangle 135
5.941055325615325 #405, triangle 135
1.1909194676241652 #406, triangle 136
8.983387646093188 #407, triangle 136
3.188876628612661 #408, triangle 136
1.5584671129988243 #409, triangle 137
6.710617335709068 #410, triangle 137
2.3350320158975517 #411, triangle 137
12.153181124702174 #412, triangle 138
5.825961827353359 #413, triangle 138
1.5564142896034454 #414, triangle 138
4.021694637740456 #415, triangle 139
1.1050898789420465 #416, triangle 139
3.433406326034078 #417, triangle 139
1.1476903935336251 #418, triangle 140
3.4176053297143882 #419, triangle 140
4.295349833922624 #420, triangle 140
1.2873437967674366 #421, triangle 141
3.0636141417754237 #422, triangle 141
4.738664328345517 #423, triangle 141
3.15347561383578 #424, triangle 142
1.2601595282198081 #425, triangle 142
2.0019577985643737 #426, triangle 142
2.653351980715908 #427, triangle 143
5.1927395537881305 #428, triangle 143
1.4866911228233055 #429, triangle 143
1.8153081521949908 #430, triangle 144
1.8047187904196909 #431, triangle 144
4.664053097556031 #432, triangle 144
7.771341578728442 #433, triangle 145
2.493387695363538 #434, triangle 145
1.6529800059430262 #435, triangle 145
1.325082338410874 #436, triangle 146
8.133402176199501 #437, triangle 146
3.0203196586577055 #438, triangle 146
1.029131710329918 #439, triangle 147
9.5636134252714 #440, triangle 147
4.005915233691035 #441, triangle 147
8.01170772992288 #442, triangle 148
3.0243370004539054 #443, triangle 148
1.2236049684765 #444, triangle 148
17.46815978001282 #445, triangle 149
16.671806069248298 #446, triangle 149
16.149902925848973 #447, triangle 149
5.305498563807953 #448, triangle 150
2.1474307069448852 #449, triangle 150
-0.07759237417582927 #450, triangle 150
10.830496604414263 #451, triangle 151
1.0853694560492966 #452, triangle 151
4.32479718189582 #453, triangle 151
7.972614323814481 #454, triangle 152
12.016044820598502 #455, triangle 152
5.218558438557597 #456, triangle 152
1.8973558630210934 #457, triangle 153
2.6275591425715383 #458, triangle 153
8.639452822892467 #459, triangle 153
3.549610232998849 #460, triangle 154
10.261690558576314 #461, triangle 154
1.36878837770392 #462, triangle 154
20.013972316531845 #463, triangle 155
13.814634577950741 #464, triangle 155
9.3052616108171 #465, triangle 155
2.8689986659882063 #466, triangle 156
6.338664283269297 #467, triangle 156
1.5695569422867859 #468, triangle 156
7.098768113693506 #469, triangle 157
17.5787048120658 #470, triangle 157
74.97533908754164 #471, triangle 157
6.511306376509537 #472, triangle 158
1.6997756128920596 #473, triangle 158
2.632301455063041 #474, triangle 158
1.933148190646613 #475, triangle 159
1.456778250004863 #476, triangle 159
2.552879230902217 #477, triangle 159
27.874883602810428 #478, triangle 160
23.098213652796613 #479, triangle 160
19.550461143029995 #480, triangle 160
5.306598082174408 #481, triangle 161
1.4748420661464148 #482, triangle 161
3.0069062751275113 #483, triangle 161
4.837030373333961 #484, triangle 162
1.3151003285357332 #485, triangle 162
3.3026083910725865 #486, triangle 162
1.017517108232245 #487, triangle 163
12.479286957370368 #488, triangle 163
4.3429786278609726 #489, triangle 163
1.6371766046412208 #490, triangle 164
3.012388286131303 #491, triangle 164
