SKEWS FOR JACOBIAN
-2.4999456137488276 #1485, triangle 495
7.841860465116632 #1486, triangle 496
-1.3141392064559565 #1487, triangle 496
-0.8931511976048072 #1488, triangle 496
-0.7785807511964138 #1489, triangle 497
0.40584289952274877 #1490, triangle 497
-1.2115536946927672 #1491, triangle 497
-1.5762916310845556 #1492, triangle 498
-1.0116298811545275 #1493, triangle 498
2.2402663934427722 #1494, triangle 498
-0.32748538011692385 #1495, triangle 499
-0.23998080153588083 #1496, triangle 499
-0.37248912339163326 #1497, triangle 499
-5.728515625000037 #1498, triangle 500
-1.1700650452488657 #1499, triangle 500
-0.8773876404494314 #1500, triangle 500
-2.8920994879297686 #1501, triangle 501
-1.0623745514263117 #1502, triangle 501
-0.8342378292098755 #1503, triangle 501
-0.9626846078109923 #1504, triangle 502
0.21204025844926966 #1505, triangle 502
-1.6745425796250533 #1506, triangle 502
-0.9559545773458475 #1507, triangle 503
0.32574225386295036 #1508, triangle 503
-1.442896293829874 #1509, triangle 503
-1.2006248437890554 #1510, triangle 504
-0.9407941686206598 #1511, triangle 504
1.7015494418349226 #1512, triangle 504
-1.5275925389001184 #1513, triangle 505
-0.7217714672075731 #1514, triangle 505
1.2887008101851 #1515, triangle 505
0.5747846515269929 #1516, triangle 506
-1.0009564449675983 #1517, triangle 506
-0.2376526818906061 #1518, triangle 506
-1.786489073217332 #1519, triangle 507
0.9678754296134725 #1520, triangle 507
2.6339149312535284 #1521, triangle 507
-2.655538115640718 #1522, triangle 508
-1.043847857029883 #1523, triangle 508
0.028121326122751845 #1524, triangle 508
-1.0797844495765958 #1525, triangle 509
1.6240891789014882 #1526, triangle 509
-1.4532016621608146 #1527, triangle 509
-4.211082320111583 #1528, triangle 510
-2.3575300494933003 #1529, triangle 510
1.5038928682653634 #1530, triangle 510
-0.02440336839162211 #1531, triangle 511
0.09058181133497849 #1532, triangle 511
-0.10031657108761266 #1533, triangle 511
-0.02762148337596134 #1534, triangle 512
0.006645373995472858 #1535, triangle 512
-0.06876120972231224 #1536, triangle 512
-0.0031585703668622848 #1537, triangle 513
0.08945131029039972 #1538, triangle 513
-0.06582380904217391 #1539, triangle 513
-0.5482700322646593 #1540, triangle 514
0.39202220236135954 #1541, triangle 514
-0.6678749682135238 #1542, triangle 514
-1.47676723442506 #1543, triangle 515
-0.9219060748508358 #1544, triangle 515
-0.5197271335096835 #1545, triangle 515
-2.345158227848138 #1546, triangle 516
-0.38063291139244676 #1547, triangle 516
1.0927610759493696 #1548, triangle 516
7.180034873583412 #1549, triangle 517
-1.302697461915452 #1550, triangle 517
-0.8927655056477953 #1551, triangle 517
-0.42106323734154627 #1552, triangle 518
-0.38410046322325214 #1553, triangle 518
-0.32212153791025017 #1554, triangle 518
-0.8636938868773525 #1555, triangle 519
-9.975120540019661 #1556, triangle 519
-1.1509044417775887 #1557, triangle 519
-0.06272625756355701 #1558, triangle 520
-0.13530375951640178 #1559, triangle 520
-0.09574409055599248 #1560, triangle 520
1.162864700018026 #1561, triangle 521
1.1931586700147307 #1562, triangle 521
0.9491058273637104 #1563, triangle 521
1.2648956065230448 #1564, triangle 522
0.9998286339489331 #1565, triangle 522
1.231793624911891 #1566, triangle 522
1.101087025439067 #1567, triangle 523
1.394906424687307 #1568, triangle 523
1.4382745682521272 #1569, triangle 523
1.344731891261306 #1570, triangle 524
1.039003959073842 #1571, triangle 524
1.3057430940778854 #1572, triangle 524
1.152853045485041 #1573, triangle 525
1.4930200041098183 #1574, triangle 525
1.5437730902157054 #1575, triangle 525
0.06482041299848151 #1576, triangle 526
-0.03417677605402534 #1577, triangle 526
0.005242942807166229 #1578, triangle 526
0.42949566878704154 #1579, triangle 527
1.4334130713733344 #1580, triangle 527
1.8505976994210942 #1581, triangle 527
-0.5120398854354669 #1582, triangle 528
-0.3100344982750863 #1583, triangle 528
0.000652599521409523 #1584, triangle 528
#The minimum value is -12.740835464619067, which is in quad 1444 {(0.85, -0.5319)(0.85546, -0.5385135000000001)(0.8553643333333333, -0.5372690000000001)(0.8525864999999999, -0.53334)}, which is in triangle 482 {(0.855173, -0.53478)(0.85, -0.5319)(0.86092, -0.545127)}
#The maximum value is 19.25453910614077, which is in quad 1443 {(0.7962670000000001, -0.50978)(0.833907, -0.522713)(0.8318935, -0.51984)(0.8074713333333333, -0.5121756666666667)}, which is in triangle 481 {(0.82988, -0.516967)(0.758627, -0.496847)(0.833907, -0.522713)}
#The mean average is -0.07066792009264261

