ASPECT RATIOS FOR SHAPE PARAMETERS
1.860575322746245 #638, triangle 213
2.41327350931238 #639, triangle 213
11.805849987284825 #640, triangle 214
18.173321353505642 #641, triangle 214
18.313238747467732 #642, triangle 214
14.822073206696443 #643, triangle 215
14.495051930640281 #644, triangle 215
9.667025292085619 #645, triangle 215
10.117123647257438 #646, triangle 216
15.616726407588342 #647, triangle 216
15.70721755826194 #648, triangle 216
15.665316770632705 #649, triangle 217
16.03360690555725 #650, triangle 217
10.460796946668195 #651, triangle 217
8.842054913367452 #652, triangle 218
13.71216950189115 #653, triangle 218
13.624400569640443 #654, triangle 218
18.01850225049862 #655, triangle 219
11.621281080903703 #656, triangle 219
17.870807938675615 #657, triangle 219
16.78587534555633 #658, triangle 220
10.950561914269414 #659, triangle 220
16.953548787027092 #660, triangle 220
7.938301317333121 #661, triangle 221
8.46092051178535 #662, triangle 221
5.712939125592014 #663, triangle 221
5.754685666546793 #664, triangle 222
5.424283607432258 #665, triangle 222
3.9046086516961833 #666, triangle 222
5.534026745031106 #667, triangle 223
5.649133201463402 #668, triangle 223
3.7300635291960704 #669, triangle 223
3.4785399179954215 #670, triangle 224
5.87422678335893 #671, triangle 224
5.244477977963167 #672, triangle 224
1.7796260129300099 #673, triangle 225
1.4119817648207562 #674, triangle 225
1.6320181351196794 #675, triangle 225
18.85018114359905 #676, triangle 226
19.342386893977423 #677, triangle 226
12.63523935883837 #678, triangle 226
2.3292298976658956 #679, triangle 227
1.2799180134567605 #680, triangle 227
2.3220446916118056 #681, triangle 227
3.2757801832480835 #682, triangle 228
4.930985062897261 #683, triangle 228
4.822895462244044 #684, triangle 228
4.72694172779294 #685, triangle 229
5.982566108413109 #686, triangle 229
6.721977728460726 #687, triangle 229
15.806693463284999 #688, triangle 230
10.273400263077283 #689, triangle 230
15.525234651541341 #690, triangle 230
7.5141535562398625 #691, triangle 231
5.258121245857228 #692, triangle 231
7.873798952093933 #693, triangle 231
1.5824545003947867 #694, triangle 232
2.0939329545859025 #695, triangle 232
1.801567679811361 #696, triangle 232
2.085854093353915 #697, triangle 233
2.539928945165015 #698, triangle 233
2.0075619993531393 #699, triangle 233
1.6202573099519393 #700, triangle 234
1.3008384095284624 #701, triangle 234
1.5263365427045246 #702, triangle 234
1.3321891331098539 #703, triangle 235
1.6399027407040516 #704, triangle 235
1.5090134715880368 #705, triangle 235
2.5202558499215058 #706, triangle 236
1.961462595951173 #707, triangle 236
2.0611777927719497 #708, triangle 236
2.697686966972547 #709, triangle 237
1.9231208048120798 #710, triangle 237
2.3001094000779934 #711, triangle 237
2.188811635426307 #712, triangle 238
2.7619010945465874 #713, triangle 238
2.206338784248063 #714, triangle 238
1.8775706848146836 #715, triangle 239
1.8594709603744815 #716, triangle 239
1.3911864843525792 #717, triangle 239
1.275622529771223 #718, triangle 240
1.7770167562050774 #719, triangle 240
1.6410199207627825 #720, triangle 240
1.9876524424801323 #721, triangle 241
1.8559531213203364 #722, triangle 241
1.5128265929444191 #723, triangle 241
1.7919300464330765 #724, triangle 242
2.38069432967589 #725, triangle 242
2.14160993546941 #726, triangle 242
2.0890131153017046 #727, triangle 243
2.176360299998536 #728, triangle 243
1.5928916497967758 #729, triangle 243
2.8193934433617462 #730, triangle 244
2.111663791554408 #731, triangle 244
2.463436580038775 #732, triangle 244
2.482188498773433 #733, triangle 245
2.2120521321951534 #734, triangle 245
2.9153657593656033 #735, triangle 245
4.066208809152792 #736, triangle 246
3.155844105294576 #737, triangle 246
3.180044672121952 #738, triangle 246
9.71018990650763 #739, triangle 247
4.454267871278866 #740, triangle 247
9.636811299915491 #741, triangle 247
2.3082934623585443 #742, triangle 248
2.2946269237172854 #743, triangle 248
1.629188258922624 #744, triangle 248
5.63922484061981 #745, triangle 249
9.228538054346698 #746, triangle 249
8.044105088192598 #747, triangle 249
3.550240093480572 #748, triangle 250
3.273160918843826 #749, triangle 250
4.429687653278176 #750, triangle 250
3.9411935987458735 #751, triangle 251
3.883992773157001 #752, triangle 251
1.9561103768647297 #753, triangle 251
2.3276648572195033 #754, triangle 252
2.507276240273817 #755, triangle 252
3.026739699784726 #756, triangle 252
3.4832792244430912 #757, triangle 253
3.4697739943266637 #758, triangle 253
2.3309505995535638 #759, triangle 253
2.7495803586567136 #760, triangle 254
3.355162332138879 #761, triangle 254
3.9975874146306354 #762, triangle 254
3.97110758819963 #763, triangle 255
2.8190618627850106 #764, triangle 255
3.591789286523429 #765, triangle 255
2.347741780267544 #766, triangle 256
3.3474187300860305 #767, triangle 256
3.138321605094996 #768, triangle 256
3.577242987684048 #769, triangle 257
3.8009713342706224 #770, triangle 257
2.0997960744083803 #771, triangle 257
1.7399036000030215 #772, triangle 258
1.5507621798517441 #773, triangle 258
2.0236596691553603 #774, triangle 258
2.395350184957074 #775, triangle 259
3.500580788457957 #776, triangle 259
3.3799612420250407 #777, triangle 259
2.709917654483607 #778, triangle 260
3.6268438067465403 #779, triangle 260
3.0651569004051233 #780, triangle 260
2.5450762097756834 #781, triangle 261
1.9368531465240808 #782, triangle 261
2.7049651184849175 #783, triangle 261
1.7304828508472132 #784, triangle 262
2.4655454545423328 #785, triangle 262
2.4318443299869057 #786, triangle 262
4.804228446150427 #787, triangle 263
6.978886488041883 #788, triangle 263
7.237375556128438 #789, triangle 263
14.58891085579078 #790, triangle 264
9.389724230915844 #791, triangle 264
14.615991109271386 #792, triangle 264
2.0035091617263636 #793, triangle 265
1.4135831657454967 #794, triangle 265
2.161958669600472 #795, triangle 265
5.712089354694383 #796, triangle 266
8.511048705286484 #797, triangle 266
8.712720169070222 #798, triangle 266
3.6824675294410567 #799, triangle 267
3.473068764517369 #800, triangle 267
4.639704606612271 #801, triangle 267
