SKEWS FOR SHAPE PARAMETERS
1.5709304729293962 #443, triangle 148
1.5708441206753385 #444, triangle 148
1.5708650087250358 #445, triangle 149
1.5705426972092833 #446, triangle 149
1.5707071519719278 #447, triangle 149
1.5707944390438202 #448, triangle 150
1.570793943280796 #449, triangle 150
1.5707980223091293 #450, triangle 150
1.570691661137405 #451, triangle 151
1.5707132328044955 #452, triangle 151
1.570494971917219 #453, triangle 151
1.5706907565757562 #454, triangle 152
1.5708604514582913 #455, triangle 152
1.5705214652693695 #456, triangle 152
1.5706989661373523 #457, triangle 153
1.5704379128605979 #458, triangle 153
1.5706701712534838 #459, triangle 153
1.5704776679923873 #460, triangle 154
1.5706852725052065 #461, triangle 154
1.5707087113377343 #462, triangle 154
1.570713404729911 #463, triangle 155
1.5708623703285853 #464, triangle 155
1.5710357251751208 #465, triangle 155
1.5710049162458277 #466, triangle 156
1.571007988443484 #467, triangle 156
1.5714694954134658 #468, triangle 156
1.5708964152941245 #469, triangle 157
1.5708355158229292 #470, triangle 157
1.5707731950636272 #471, triangle 157
1.5710084942961569 #472, triangle 158
1.571465439475219 #473, triangle 158
1.5710016962246076 #474, triangle 158
1.5710315898920009 #475, triangle 159
1.5712688728274606 #476, triangle 159
1.5707994094523114 #477, triangle 159
1.5706591396588483 #478, triangle 160
1.5709563847690262 #479, triangle 160
1.5712727597628704 #480, triangle 160
1.5708859112294782 #481, triangle 161
1.5710649981552451 #482, triangle 161
1.5708741699570257 #483, triangle 161
1.5708882253850398 #484, triangle 162
1.5710736154058216 #485, triangle 162
1.5708772101451134 #486, triangle 162
1.5710141394172037 #487, triangle 163
1.5709975625201107 #488, triangle 163
1.5714680235350862 #489, triangle 163
1.5707041302858042 #490, triangle 164
1.570458810210872 #491, triangle 164
1.5706780674442582 #492, triangle 164
1.570827988445197 #493, triangle 165
1.5709059373747325 #494, triangle 165
1.5708327194473717 #495, triangle 165
1.570912697873187 #496, triangle 166
1.570818100084282 #497, triangle 166
1.5708466259418015 #498, triangle 166
1.5708686324973469 #499, triangle 167
1.5708104002904266 #500, triangle 167
1.5708269153508736 #501, triangle 167
1.5708327721328388 #502, triangle 168
1.5708824518624858 #503, triangle 168
1.5708132313871752 #504, triangle 168
1.5708175487749276 #505, triangle 169
1.5708497728857884 #506, triangle 169
1.5708080563121607 #507, triangle 169
