ASPECT RATIOS FOR SHAPE PARAMETERS
1.0102739878274707 #397, triangle 133
1.1089796090345125 #398, triangle 133
1.1021535663638877 #399, triangle 133
1.001897468779931 #400, triangle 134
1.123329725306723 #401, triangle 134
1.124412757052364 #402, triangle 134
1.0892755365854245 #403, triangle 135
1.0081329138907205 #404, triangle 135
1.0847996701393832 #405, triangle 135
1.0799656711189898 #406, triangle 136
1.0598020259448804 #407, triangle 136
1.0395368740796687 #408, triangle 136
1.0720606473654382 #409, triangle 137
1.0377632438818827 #410, triangle 137
1.0516495421285392 #411, triangle 137
1.01603855423236 #412, triangle 138
1.0361385428331593 #413, triangle 138
1.0433308602204872 #414, triangle 138
1.064834878618527 #415, triangle 139
1.0303995557072567 #416, triangle 139
1.0526054045822313 #417, triangle 139
1.0323623495659509 #418, triangle 140
1.1079551529640859 #419, triangle 140
1.0852327074359513 #420, triangle 140
1.0341943009871497 #421, triangle 141
1.0429933265836067 #422, triangle 141
1.018340753714975 #423, triangle 141
1.0434700313061591 #424, triangle 142
1.0339921860768884 #425, triangle 142
1.0236307652686834 #426, triangle 142
1.0672124483140983 #427, triangle 143
1.1189182371746935 #428, triangle 143
1.073250365828569 #429, triangle 143
1.0188247337459402 #430, triangle 144
1.1217009550068378 #431, triangle 144
1.1354433925969785 #432, triangle 144
1.0579803968229973 #433, triangle 145
1.0610724930282593 #434, triangle 145
1.0232479907113494 #435, triangle 145
1.0468102384733333 #436, triangle 146
1.0203474666958423 #437, triangle 146
1.0431295705629084 #438, triangle 146
1.242384838024347 #439, triangle 147
1.1237994308082464 #440, triangle 147
1.1706002356164955 #441, triangle 147
1.0353472391209024 #442, triangle 148
1.0595615234790237 #443, triangle 148
1.0374767145854604 #444, triangle 148
1.11708133731587 #445, triangle 149
1.0086148899249552 #446, triangle 149
1.1230927342703445 #447, triangle 149
1.110179857505465 #448, triangle 150
1.0658859795157916 #449, triangle 150
1.0639051517334914 #450, triangle 150
1.0419138821730327 #451, triangle 151
1.1082587688391656 #452, triangle 151
1.1387082118603065 #453, triangle 151
1.0623320795457265 #454, triangle 152
1.084961291523728 #455, triangle 152
1.0337670944060615 #456, triangle 152
1.0766675952092735 #457, triangle 153
1.1587448148387216 #458, triangle 153
1.116303994026433 #459, triangle 153
1.0474272814483816 #460, triangle 154
1.0247988275191573 #461, triangle 154
1.0375146333283984 #462, triangle 154
1.0411020862647962 #463, triangle 155
1.1167833390452762 #464, triangle 155
1.1091146112945407 #465, triangle 155
1.0175275989054502 #466, triangle 156
1.1039703117226667 #467, triangle 156
1.1163121465590775 #468, triangle 156
1.0968394833730335 #469, triangle 157
1.0368659325490552 #470, triangle 157
1.0871237832482967 #471, triangle 157
1.0838164561420591 #472, triangle 158
1.0995518679492722 #473, triangle 158
1.0230738998929165 #474, triangle 158
1.0201837728994632 #475, triangle 159
1.0208128653377473 #476, triangle 159
1.0097101279728655 #477, triangle 159
1.142373264184602 #478, triangle 160
1.106204042679366 #479, triangle 160
1.0498662818185576 #480, triangle 160
1.034227332362925 #481, triangle 161
1.1359685423185675 #482, triangle 161
1.1110716029968757 #483, triangle 161
1.0286539235854624 #484, triangle 162
1.3122432400635047 #485, triangle 162
1.3264129680002366 #486, triangle 162
1.1180713884199793 #487, triangle 163
1.0257106170129153 #488, triangle 163
1.1368453388794526 #489, triangle 163
1.0232143281157402 #490, triangle 164
1.0541408388524374 #491, triangle 164
1.0409974983252643 #492, triangle 164
1.086395592525395 #493, triangle 165
1.1539481398586846 #494, triangle 165
1.2159953990854526 #495, triangle 165
1.0399639304170851 #496, triangle 166
1.0437747611636812 #497, triangle 166
1.0698158517449812 #498, triangle 166
1.0134362782859732 #499, triangle 167
1.0397624443894218 #500, triangle 167
1.045259080745749 #501, triangle 167
1.0640967916823032 #502, triangle 168
1.080932264575853 #503, triangle 168
1.0259108315483279 #504, triangle 168
1.107232398073002 #505, triangle 169
1.0617200305046708 #506, triangle 169
1.0639622909894781 #507, triangle 169
1.0568865940047982 #508, triangle 170
1.045050736548395 #509, triangle 170
1.028264996812482 #510, triangle 170
1.014146348992511 #511, triangle 171
1.0565182418010644 #512, triangle 171
1.0638997979190565 #513, triangle 171
1.1231258093612464 #514, triangle 172
1.1796398288777068 #515, triangle 172
1.0925805630548489 #516, triangle 172
1.114728518570338 #517, triangle 173
1.0558363936795414 #518, triangle 173
1.1553391313996495 #519, triangle 173
1.053214405908079 #520, triangle 174
1.0564533248281596 #521, triangle 174
1.0090963613742183 #522, triangle 174
1.0357471942532752 #523, triangle 175
1.062079454848585 #524, triangle 175
1.0411725488403796 #525, triangle 175
1.0083009831455196 #526, triangle 176
1.0468056549311648 #527, triangle 176
1.048912815162725 #528, triangle 176
1.0228541029560883 #529, triangle 177
1.0576503396731343 #530, triangle 177
1.0604004984914492 #531, triangle 177
1.0496853061545026 #532, triangle 178
1.0352768481014643 #533, triangle 178
1.02549938495652 #534, triangle 178
1.0407620389424936 #535, triangle 179
1.0593788718318922 #536, triangle 179
1.0809658265902036 #537, triangle 179
1.0361628509036167 #538, triangle 180
1.083710239007912 #539, triangle 180
1.0698901541971517 #540, triangle 180
1.126960651010532 #541, triangle 181
1.0584848098043618 #542, triangle 181
1.085152130290301 #543, triangle 181
1.076064781748546 #544, triangle 182
1.1407098083385856 #545, triangle 182
1.0910935937038566 #546, triangle 182
1.0191205263316376 #547, triangle 183
1.0758784061186348 #548, triangle 183
1.088250110804358 #549, triangle 183
1.057058571343574 #550, triangle 184
1.085069068483235 #551, triangle 184
1.0414134993650224 #552, triangle 184
1.062956737534272 #553, triangle 185
1.0220530206264569 #554, triangle 185
1.0499956034774343 #555, triangle 185
1.0540856395192333 #556, triangle 186
1.0624464892798553 #557, triangle 186
1.0156502988506513 #558, triangle 186
1.0233213603482747 #559, triangle 187
1.0272493135905783 #560, triangle 187
1.0392461932987394 #561, triangle 187
1.2138752647229902 #562, triangle 188
1.1193887025841696 #563, triangle 188
1.13388722420132 #564, triangle 188
1.150088688105571 #565, triangle 189
1.0796495976838973 #566, triangle 189
1.099260169619499 #567, triangle 189
1.0531173641294542 #568, triangle 190
1.1342724430116398 #569, triangle 190
1.1161826279278806 #570, triangle 190
1.1074296279636728 #571, triangle 191
1.1184493083664222 #572, triangle 191
1.1915065906453104 #573, triangle 191
1.0835913655494218 #574, triangle 192
1.119296757817237 #575, triangle 192
1.0605377230315456 #576, triangle 192
1.122325766261061 #577, triangle 193
1.1872346091951427 #578, triangle 193
1.0902972138264246 #579, triangle 193
1.0497237386931124 #580, triangle 194
1.1284608599170587 #581, triangle 194
1.1128959047742748 #582, triangle 194
1.1246463558163262 #583, triangle 195
1.1427289019760252 #584, triangle 195
1.224989277590868 #585, triangle 195
1.055011769302197 #586, triangle 196
1.059068215392096 #587, triangle 196
1.0234289984961695 #588, triangle 196
1.0941395693541 #589, triangle 197
1.121558997181555 #590, triangle 197
1.0382876831118395 #591, triangle 197
1.1184110816597 #592, triangle 198
1.0510298422483046 #593, triangle 198
1.1336224820151903 #594, triangle 198
1.0427410872376492 #595, triangle 199
1.049149796879936 #596, triangle 199
1.0227555635362202 #597, triangle 199
1.087179777689289 #598, triangle 200
1.0625269677853821 #599, triangle 200
1.0444309275351624 #600, triangle 200
1.115270771161305 #601, triangle 201
1.1280303763389927 #602, triangle 201
1.0176802174519266 #603, triangle 201
1.0897960982050816 #604, triangle 202
1.0245657567348145 #605, triangle 202
1.1069004279858905 #606, triangle 202
1.150235045107203 #607, triangle 203
1.062581889006748 #608, triangle 203
1.1049683997905522 #609, triangle 203
1.0988766886089112 #610, triangle 204
1.0388978441047747 #611, triangle 204
1.086951746451048 #612, triangle 204
1.044039426996289 #613, triangle 205
1.028519863486627 #614, triangle 205
1.0277429076554152 #615, triangle 205
1.0208238222767982 #616, triangle 206
1.0943295280997634 #617, triangle 206
1.1088101493062226 #618, triangle 206
1.078550995321988 #619, triangle 207
1.1253831749722991 #620, triangle 207
1.0658008801052499 #621, triangle 207
1.07327886498107 #622, triangle 208
1.0902937509757367 #623, triangle 208
1.1428257737661096 #624, triangle 208
1.0981691132141893 #625, triangle 209
1.088367809393415 #626, triangle 209
1.0149249199087054 #627, triangle 209
1.066691426334285 #628, triangle 210
1.1518644033958658 #629, triangle 210
1.1212887441391506 #630, triangle 210
1.2112534407611897 #631, triangle 211
