ASPECT RATIOS FOR JACOBIAN
1.2207410843837256 #566, triangle 189
-0.9182336285755727 #567, triangle 189
1.3116682239783848 #568, triangle 190
1.7141488342382016 #569, triangle 190
-0.7221519666165355 #570, triangle 190
1.2753618457134872 #571, triangle 191
1.1760006642215675 #572, triangle 191
-0.5417606613956172 #573, triangle 191
1.3768623748146722 #574, triangle 192
1.0801769922777393 #575, triangle 192
-0.7600191887248533 #576, triangle 192
1.4476472101918507 #577, triangle 193
2.045329158279294 #578, triangle 193
-0.8986712387483998 #579, triangle 193
1.351809013350106 #580, triangle 194
1.5399048271690519 #581, triangle 194
-0.6643123738491403 #582, triangle 194
1.2773422558397316 #583, triangle 195
1.1050929635504287 #584, triangle 195
-0.5671583652914216 #585, triangle 195
1.5133224578575286 #586, triangle 196
1.024694350524235 #587, triangle 196
-0.8290529102248597 #588, triangle 196
1.3619011826873104 #589, triangle 197
1.934854686774895 #590, triangle 197
-0.7882182345477426 #591, triangle 197
1.0969660988940304 #592, triangle 198
1.3414289590135624 #593, triangle 198
-0.9067375519085658 #594, triangle 198
1.0839628402168664 #595, triangle 199
1.5671320656642975 #596, triangle 199
-0.496256152972348 #597, triangle 199
1.0480247627683137 #598, triangle 200
1.301911224464241 #599, triangle 200
-0.396848373044516 #600, triangle 200
1.3123355733041777 #601, triangle 201
3.611219413462729 #602, triangle 201
-0.8975651866364428 #603, triangle 201
2.5768978996390564 #604, triangle 202
1.0388707789234737 #605, triangle 202
-0.9201334989133746 #606, triangle 202
1.8673415486016842 #607, triangle 203
1.0556650680076656 #608, triangle 203
-0.8524215523448242 #609, triangle 203
1.0564755567965147 #610, triangle 204
1.2264416177029795 #611, triangle 204
-0.9396756119719771 #612, triangle 204
1.0029903906298223 #613, triangle 205
1.177571260615299 #614, triangle 205
-0.9890048189276921 #615, triangle 205
1.0057963657099864 #616, triangle 206
1.3237974047626382 #617, triangle 206
-0.9587009608838692 #618, triangle 206
1.3347737050744815 #619, triangle 207
1.9349585237854343 #620, triangle 207
-0.7721264996965166 #621, triangle 207
1.0594653659625306 #622, triangle 208
1.3416124837451173 #623, triangle 208
-0.9098226427542367 #624, triangle 208
1.2866163351179298 #625, triangle 209
2.4506568986000827 #626, triangle 209
-0.8186406498202868 #627, triangle 209
1.3205474839815377 #628, triangle 210
1.889607129408737 #629, triangle 210
-0.7654780409716299 #630, triangle 210
1.1610103075990172 #631, triangle 211
1.252847160751476 #632, triangle 211
-0.8918662586108694 #633, triangle 211
1.026711832560371 #634, triangle 212
1.2605014029416068 #635, triangle 212
-0.9518362736065591 #636, triangle 212
1.3867558800592306 #637, triangle 213
2.7177064981181656 #638, triangle 213
-0.9427937321258234 #639, triangle 213
1.0752927617764032 #640, triangle 214
1.319363952382078 #641, triangle 214
-0.9153387366116469 #642, triangle 214
1.2268010718316225 #643, triangle 215
1.97026204076192 #644, triangle 215
-0.6716834372491877 #645, triangle 215
1.0190482238875507 #646, triangle 216
1.213182088508433 #647, triangle 216
-0.9807203722892587 #648, triangle 216
1.510128411765135 #649, triangle 217
1.0137714302701475 #650, triangle 217
-0.834825082342232 #651, triangle 217
1.5104607640216374 #652, triangle 218
1.1172484070290962 #653, triangle 218
-0.7773293735828521 #654, triangle 218
1.1094005698438978 #655, triangle 219
1.3965789697175501 #656, triangle 219
-0.8995387760436869 #657, triangle 219
1.2543339369646227 #658, triangle 220
1.6266245697574575 #659, triangle 220
-0.6667970360100606 #660, triangle 220
1.128227926684693 #661, triangle 221
1.310377947847404 #662, triangle 221
-0.8911154958421358 #663, triangle 221
1.2155453017133506 #664, triangle 222
1.0184659913169258 #665, triangle 222
-0.7765127240907107 #666, triangle 222
1.122114134519671 #667, triangle 223
1.1604422434809791 #668, triangle 223
-0.4279465930018334 #669, triangle 223
1.359994574646322 #670, triangle 224
1.6476222852549294 #671, triangle 224
-0.6766394951166294 #672, triangle 224
1.2164347595769271 #673, triangle 225
1.7536459582022659 #674, triangle 225
-0.6502597972087331 #675, triangle 225
1.182464262355751 #676, triangle 226
2.5673379897070827 #677, triangle 226
-0.7345222431194032 #678, triangle 226
1.5399961617253162 #679, triangle 227
