ASPECT RATIOS FOR JACOBIAN
1.49590319118744 #388, triangle 130
1.2493673749309566 #389, triangle 130
1.251798351191771 #390, triangle 130
1.087073151942406 #391, triangle 131
1.2000673893136575 #392, triangle 131
1.0566368541611446 #393, triangle 131
1.4471267628622033 #394, triangle 132
1.218559386726168 #395, triangle 132
1.230561222585905 #396, triangle 132
1.5290638393738296 #397, triangle 133
1.5290159916965136 #398, triangle 133
1.8346885087987463 #399, triangle 133
1.2706557612888303 #400, triangle 134
1.3750803046949853 #401, triangle 134
1.6518623639001162 #402, triangle 134
1.0749444888430746 #403, triangle 135
1.0699167398733105 #404, triangle 135
1.0279678726585006 #405, triangle 135
1.2028790612448357 #406, triangle 136
1.2747040475943974 #407, triangle 136
1.5348469069810662 #408, triangle 136
1.1105367168322238 #409, triangle 137
1.3702316079544399 #410, triangle 137
1.8738795259659795 #411, triangle 137
1.4909411466598927 #412, triangle 138
1.1572927649816627 #413, triangle 138
1.2061233788713706 #414, triangle 138
1.1950300711430177 #415, triangle 139
1.0960381142293796 #416, triangle 139
1.3518207748807294 #417, triangle 139
1.0171806339571903 #418, triangle 140
1.11425080739767 #419, triangle 140
1.02870713914105 #420, triangle 140
1.108398844138992 #421, triangle 141
1.6138801539021255 #422, triangle 141
1.285619709756001 #423, triangle 141
1.502109272307981 #424, triangle 142
1.97006044226294 #425, triangle 142
1.1810524750999996 #426, triangle 142
1.1220620998625477 #427, triangle 143
1.3067606314209816 #428, triangle 143
1.3640461092523828 #429, triangle 143
1.0036321550873135 #430, triangle 144
1.0132852979704496 #431, triangle 144
1.2139723773956155 #432, triangle 144
1.286658838827255 #433, triangle 145
1.1029987339387728 #434, triangle 145
1.1259663124133523 #435, triangle 145
1.0524493285785794 #436, triangle 146
1.3024313203650202 #437, triangle 146
1.0737699934418208 #438, triangle 146
1.0107114852498396 #439, triangle 147
1.022568986175154 #440, triangle 147
1.1267732802268593 #441, triangle 147
1.232632522396338 #442, triangle 148
1.1132499150218222 #443, triangle 148
1.2525343462067895 #444, triangle 148
1.0467667995791403 #445, triangle 149
1.2638142529109582 #446, triangle 149
1.0506559351815823 #447, triangle 149
1.2732686438600358 #448, triangle 150
1.486061132792667 #449, triangle 150
1.4811863721950709 #450, triangle 150
1.067583895457919 #451, triangle 151
1.207254127017168 #452, triangle 151
1.4400800028187162 #453, triangle 151
1.2343996083393607 #454, triangle 152
1.1427105918769123 #455, triangle 152
1.2822693471930668 #456, triangle 152
1.0104651494460681 #457, triangle 153
1.1457837543812366 #458, triangle 153
1.1477001489556133 #459, triangle 153
1.1862134091172507 #460, triangle 154
1.1133854213689856 #461, triangle 154
1.2141421518244622 #462, triangle 154
1.0785467942281062 #463, triangle 155
1.1799153125293724 #464, triangle 155
1.012947407508394 #465, triangle 155
2.0906602922187423 #466, triangle 156
